middleschool,variable.x,pct,pctse
BHL,childcare_flexible1,0.26499513,0.071172963
Clarke,childcare_flexible1,0.102577812,0.044281113
Coile,childcare_flexible1,0.073059475,0.033111016
Hilsman,childcare_flexible1,0.092718116,0.043783594
BHL,childcare_flexible2,0.072099008,0.039973474
Clarke,childcare_flexible2,0.208251325,0.055959772
Coile,childcare_flexible2,0.100249864,0.041262946
Hilsman,childcare_flexible2,0.094936684,0.046491194
BHL,childcare_flexible3,0.42906941,0.079618748
Clarke,childcare_flexible3,0.304634005,0.065282814
Coile,childcare_flexible3,0.399660862,0.067657302
Hilsman,childcare_flexible3,0.411981287,0.083430845
BHL,childcare_flexible4,0.175241583,0.062075653
Clarke,childcare_flexible4,0.381145243,0.072501528
Coile,childcare_flexible4,0.372515108,0.067699607
Hilsman,childcare_flexible4,0.396123558,0.082416762
BHL,childcare_safe0,0.015715095,0.015686339
Clarke,childcare_safe0,0,0
Coile,childcare_safe0,0,0
Hilsman,childcare_safe0,0,0
BHL,childcare_safe1,0.03143019,0.022009917
Clarke,childcare_safe1,0,0
Coile,childcare_safe1,0,0
Hilsman,childcare_safe1,0,0
BHL,childcare_safe2,0.056242772,0.037299837
Clarke,childcare_safe2,0.012829392,0.007522525
Coile,childcare_safe2,0.051918168,0.027102011
Hilsman,childcare_safe2,0.009805621,0.005886563
BHL,childcare_safe3,0.456234089,0.080132309
Clarke,childcare_safe3,0.206101865,0.057514889
Coile,childcare_safe3,0.335027359,0.062762562
Hilsman,childcare_safe3,0.371576029,0.080044588
BHL,childcare_safe4,0.440377853,0.079980956
Clarke,childcare_safe4,0.781068743,0.057883293
Coile,childcare_safe4,0.613054473,0.064968573
Hilsman,childcare_safe4,0.61861835,0.080131564
BHL,childcare_quality0,0.015715095,0.015686339
Clarke,childcare_quality0,0,0
Coile,childcare_quality0,0,0
Hilsman,childcare_quality0,0,0
BHL,childcare_quality1,0.03143019,0.022009917
Clarke,childcare_quality1,0,0
Coile,childcare_quality1,0,0
Hilsman,childcare_quality1,0,0
BHL,childcare_quality2,0.044793187,0.030777517
Clarke,childcare_quality2,0.035546316,0.020823622
Coile,childcare_quality2,0.102714769,0.038059327
Hilsman,childcare_quality2,0.061167405,0.03503623
BHL,childcare_quality3,0.526137403,0.080242004
Clarke,childcare_quality3,0.333705377,0.070600841
Coile,childcare_quality3,0.329884332,0.062471599
Hilsman,childcare_quality3,0.367986595,0.080075539
BHL,childcare_quality4,0.381924124,0.07877056
Clarke,childcare_quality4,0.630748307,0.071457254
Coile,childcare_quality4,0.567400899,0.066516237
Hilsman,childcare_quality4,0.570846,0.082021637
BHL,homeownstat1,0.786396889,0.024169022
Clarke,homeownstat1,0.738586092,0.024976403
Coile,homeownstat1,0.510574827,0.029580433
Hilsman,homeownstat1,0.652185891,0.025606804
BHL,homeownstat2,0.210842347,0.024137503
Clarke,homeownstat2,0.249228718,0.024661554
Coile,homeownstat2,0.470084628,0.02966618
Hilsman,homeownstat2,0.331574638,0.025475011
BHL,homeownstat3,0.002760764,0.002322412
Clarke,homeownstat3,0.01218519,0.005336654
Coile,homeownstat3,0.019340545,0.006977468
Hilsman,homeownstat3,0.016239471,0.006768116
BHL,stove0,0.016999334,0.007535057
Clarke,stove0,0.004435044,0.001798531
Coile,stove0,0.019939983,0.00703778
Hilsman,stove0,0.016174137,0.006989347
BHL,stove1,0.983000666,0.007535057
Clarke,stove1,0.995564956,0.001798531
Coile,stove1,0.980060017,0.00703778
Hilsman,stove1,0.983825863,0.006989347
BHL,fridge0,0.014525252,0.007229104
Clarke,fridge0,0.010155605,0.004191046
Coile,fridge0,0.031471934,0.0085993
Hilsman,fridge0,0.023573039,0.00809275
BHL,fridge1,0.985474748,0.007229104
Clarke,fridge1,0.989844395,0.004191046
Coile,fridge1,0.968528066,0.0085993
Hilsman,fridge1,0.976426961,0.00809275
BHL,dishwash0,0.159410014,0.022650659
Clarke,dishwash0,0.151499885,0.01607522
Coile,dishwash0,0.245779522,0.023304396
Hilsman,dishwash0,0.152862065,0.017840873
BHL,dishwash1,0.840589986,0.022650659
Clarke,dishwash1,0.848500115,0.01607522
Coile,dishwash1,0.754220478,0.023304396
Hilsman,dishwash1,0.847137935,0.017840873
BHL,washer0,0.029740249,0.009685756
Clarke,washer0,0.052203448,0.006854049
Coile,washer0,0.087925326,0.013899926
Hilsman,washer0,0.036913064,0.007417087
BHL,washer1,0.970259751,0.009685756
Clarke,washer1,0.947796552,0.006854049
Coile,washer1,0.912074674,0.013899926
Hilsman,washer1,0.963086936,0.007417087
BHL,dryer0,0.04396443,0.011958668
Clarke,dryer0,0.068310905,0.00799019
Coile,dryer0,0.127666875,0.015811078
Hilsman,dryer0,0.069350909,0.011524437
BHL,dryer1,0.95603557,0.011958668
Clarke,dryer1,0.931689095,0.00799019
Coile,dryer1,0.872333125,0.015811078
Hilsman,dryer1,0.930649091,0.011524437
BHL,homeprob_wire0,0.986171395,0.007966515
Clarke,homeprob_wire0,0.987935467,0.005961488
Coile,homeprob_wire0,0.97849908,0.007734031
Hilsman,homeprob_wire0,0.970743387,0.009910778
BHL,homeprob_wire1,0.013828605,0.007966515
Clarke,homeprob_wire1,0.012064533,0.005961488
Coile,homeprob_wire1,0.02150092,0.007734031
Hilsman,homeprob_wire1,0.029256613,0.009910778
BHL,homeprob_cracks0,0.911547797,0.018810235
Clarke,homeprob_cracks0,0.861324666,0.021616463
Coile,homeprob_cracks0,0.833338169,0.024039538
Hilsman,homeprob_cracks0,0.875022555,0.018385875
BHL,homeprob_cracks1,0.088452203,0.018810235
Clarke,homeprob_cracks1,0.138675334,0.021616463
Coile,homeprob_cracks1,0.166661831,0.024039538
Hilsman,homeprob_cracks1,0.124977445,0.018385875
BHL,homeprob_roof0,0.950802983,0.014259018
Clarke,homeprob_roof0,0.964681045,0.01083253
Coile,homeprob_roof0,0.953353265,0.013675008
Hilsman,homeprob_roof0,0.94442856,0.01293781
BHL,homeprob_roof1,0.049197017,0.014259018
Clarke,homeprob_roof1,0.035318955,0.01083253
Coile,homeprob_roof1,0.046646735,0.013675008
Hilsman,homeprob_roof1,0.05557144,0.01293781
BHL,homeprob_walls0,0.988711029,0.006681265
Clarke,homeprob_walls0,0.993246495,0.003294824
Coile,homeprob_walls0,0.961611643,0.012224428
Hilsman,homeprob_walls0,0.97156781,0.009280664
BHL,homeprob_walls1,0.011288971,0.006681265
Clarke,homeprob_walls1,0.006753505,0.003294824
Coile,homeprob_walls1,0.038388357,0.012224428
Hilsman,homeprob_walls1,0.02843219,0.009280664
BHL,homeprob_windows0,0.977420319,0.010030585
Clarke,homeprob_windows0,0.97297222,0.011477674
Coile,homeprob_windows0,0.975154854,0.009253481
Hilsman,homeprob_windows0,0.972803542,0.009081783
BHL,homeprob_windows1,0.022579681,0.010030585
Clarke,homeprob_windows1,0.02702778,0.011477674
Coile,homeprob_windows1,0.024845146,0.009253481
Hilsman,homeprob_windows1,0.027196458,0.009081783
BHL,homeprob_paint0,0.883531792,0.0213646
Clarke,homeprob_paint0,0.835213858,0.023381557
Coile,homeprob_paint0,0.835725997,0.023286211
Hilsman,homeprob_paint0,0.828196994,0.021389802
BHL,homeprob_paint1,0.116468208,0.0213646
Clarke,homeprob_paint1,0.164786142,0.023381557
Coile,homeprob_paint1,0.164274003,0.023286211
Hilsman,homeprob_paint1,0.171803006,0.021389802
BHL,homeprob_health0,0.980471653,0.009646572
Clarke,homeprob_health0,0.98419788,0.00623864
Coile,homeprob_health0,0.985069814,0.007614235
Hilsman,homeprob_health0,0.987776518,0.006252692
BHL,homeprob_health1,0.019528347,0.009646572
Clarke,homeprob_health1,0.01580212,0.00623864
Coile,homeprob_health1,0.014930186,0.007614235
Hilsman,homeprob_health1,0.012223482,0.006252692
BHL,homeprob_pests0,0.860046782,0.02284586
Clarke,homeprob_pests0,0.792544021,0.024277808
Coile,homeprob_pests0,0.798429257,0.026170727
Hilsman,homeprob_pests0,0.783666277,0.023698601
BHL,homeprob_pests1,0.139953218,0.02284586
Clarke,homeprob_pests1,0.207455979,0.024277808
Coile,homeprob_pests1,0.201570743,0.026170727
Hilsman,homeprob_pests1,0.216333723,0.023698601
BHL,homeprob_mold0,0.926869112,0.017296428
Clarke,homeprob_mold0,0.888126278,0.019823554
Coile,homeprob_mold0,0.903158608,0.018131762
Hilsman,homeprob_mold0,0.902249703,0.017122546
BHL,homeprob_mold1,0.073130888,0.017296428
Clarke,homeprob_mold1,0.111873722,0.019823554
Coile,homeprob_mold1,0.096841392,0.018131762
Hilsman,homeprob_mold1,0.097750297,0.017122546
BHL,homeprob_none0,0.315556071,0.030617466
Clarke,homeprob_none0,0.360425993,0.029319484
Coile,homeprob_none0,0.357269802,0.030368995
Hilsman,homeprob_none0,0.396246616,0.028026485
BHL,homeprob_none1,0.684443929,0.030617466
Clarke,homeprob_none1,0.639574007,0.029319484
Coile,homeprob_none1,0.642730198,0.030368995
Hilsman,homeprob_none1,0.603753384,0.028026485
BHL,housing_afford0,0.729217797,0.028081831
Clarke,housing_afford0,0.675596032,0.028304055
Coile,housing_afford0,0.676724137,0.027753633
Hilsman,housing_afford0,0.631228351,0.027397817
BHL,housing_afford1,0.270782203,0.028081831
Clarke,housing_afford1,0.324403968,0.028304055
Coile,housing_afford1,0.323275863,0.027753633
Hilsman,housing_afford1,0.368771649,0.027397817
BHL,bikepaths0,0.451508663,0.031646608
Clarke,bikepaths0,0.41431149,0.030348231
Coile,bikepaths0,0.495477726,0.028927864
Hilsman,bikepaths0,0.469266569,0.028313389
BHL,bikepaths1,0.548491337,0.031646608
Clarke,bikepaths1,0.58568851,0.030348231
Coile,bikepaths1,0.504522274,0.028927864
Hilsman,bikepaths1,0.530733431,0.028313389
BHL,childcenter0,0.842746478,0.022203294
Clarke,childcenter0,0.871857968,0.021134855
Coile,childcenter0,0.761113127,0.025357443
Hilsman,childcenter0,0.805528051,0.021813966
BHL,childcenter1,0.157253522,0.022203294
Clarke,childcenter1,0.128142032,0.021134855
Coile,childcenter1,0.238886873,0.025357443
Hilsman,childcenter1,0.194471949,0.021813966
BHL,commcenter0,0.642878743,0.030451147
Clarke,commcenter0,0.762467435,0.025607643
Coile,commcenter0,0.645974153,0.028390092
Hilsman,commcenter0,0.626481169,0.027083594
BHL,commcenter1,0.357121257,0.030451147
Clarke,commcenter1,0.237532565,0.025607643
Coile,commcenter1,0.354025847,0.028390092
Hilsman,commcenter1,0.373518831,0.027083594
BHL,commgarden0,0.492261157,0.031800364
Clarke,commgarden0,0.460503576,0.031192434
Coile,commgarden0,0.565052634,0.029487637
Hilsman,commgarden0,0.415158995,0.02766737
BHL,commgarden1,0.507738843,0.031800364
Clarke,commgarden1,0.539496424,0.031192434
Coile,commgarden1,0.434947366,0.029487637
Hilsman,commgarden1,0.584841005,0.02766737
BHL,sidewalks0,0.379735355,0.029882277
Clarke,sidewalks0,0.380432961,0.029931006
Coile,sidewalks0,0.469836262,0.030101985
Hilsman,sidewalks0,0.51899135,0.028625863
BHL,sidewalks1,0.620264645,0.029882277
Clarke,sidewalks1,0.619567039,0.029931006
Coile,sidewalks1,0.530163738,0.030101985
Hilsman,sidewalks1,0.48100865,0.028625863
BHL,medclin0,0.821596107,0.022718952
Clarke,medclin0,0.8507662,0.02147493
Coile,medclin0,0.788005723,0.023624508
Hilsman,medclin0,0.734088835,0.024633271
BHL,medclin1,0.178403893,0.022718952
Clarke,medclin1,0.1492338,0.02147493
Coile,medclin1,0.211994277,0.023624508
Hilsman,medclin1,0.265911165,0.024633271
BHL,carpark0,0.882946218,0.019685953
Clarke,carpark0,0.819474168,0.024499102
Coile,carpark0,0.829930889,0.023998486
Hilsman,carpark0,0.89422389,0.017638771
BHL,carpark1,0.117053782,0.019685953
Clarke,carpark1,0.180525832,0.024499102
Coile,carpark1,0.170069111,0.023998486
Hilsman,carpark1,0.10577611,0.017638771
BHL,parks0,0.455743422,0.031458844
Clarke,parks0,0.397336226,0.030175111
Coile,parks0,0.459619373,0.030406319
Hilsman,parks0,0.510553449,0.028024379
BHL,parks1,0.544256578,0.031458844
Clarke,parks1,0.602663774,0.030175111
Coile,parks1,0.540380627,0.030406319
Hilsman,parks1,0.489446551,0.028024379
BHL,foodstore0,0.650878682,0.030206308
Clarke,foodstore0,0.79126927,0.024931342
Coile,foodstore0,0.656461606,0.029419201
Hilsman,foodstore0,0.734971185,0.025049967
BHL,foodstore1,0.349121318,0.030206308
Clarke,foodstore1,0.20873073,0.024931342
Coile,foodstore1,0.343538394,0.029419201
Hilsman,foodstore1,0.265028815,0.025049967
BHL,seniorcenter0,0.783017031,0.026569594
Clarke,seniorcenter0,0.825160307,0.022868872
Coile,seniorcenter0,0.811634278,0.022704495
Hilsman,seniorcenter0,0.816576098,0.021718767
BHL,seniorcenter1,0.216982969,0.026569594
Clarke,seniorcenter1,0.174839693,0.022868872
Coile,seniorcenter1,0.188365722,0.022704495
Hilsman,seniorcenter1,0.183423902,0.021718767
BHL,sportfacs0,0.856636956,0.021756461
Clarke,sportfacs0,0.807785618,0.025755737
Coile,sportfacs0,0.758627162,0.026226764
Hilsman,sportfacs0,0.814047048,0.021797092
BHL,sportfacs1,0.143363044,0.021756461
Clarke,sportfacs1,0.192214382,0.025755737
Coile,sportfacs1,0.241372838,0.026226764
Hilsman,sportfacs1,0.185952952,0.021797092
BHL,trails0,0.380177124,0.030486748
Clarke,trails0,0.327723466,0.028256844
Coile,trails0,0.473927573,0.029968712
Hilsman,trails0,0.416187939,0.026745833
BHL,trails1,0.619822876,0.030486748
Clarke,trails1,0.672276534,0.028256844
Coile,trails1,0.526072427,0.029968712
Hilsman,trails1,0.583812061,0.026745833
BHL,youthcenter0,0.789456542,0.025338689
Clarke,youthcenter0,0.80217388,0.024162005
Coile,youthcenter0,0.708553291,0.026741674
Hilsman,youthcenter0,0.756709666,0.024033929
BHL,youthcenter1,0.210543458,0.025338689
Clarke,youthcenter1,0.19782612,0.024162005
Coile,youthcenter1,0.291446709,0.026741674
Hilsman,youthcenter1,0.243290334,0.024033929
BHL,other_amenity0,0.890444443,0.019815754
Clarke,other_amenity0,0.901046623,0.01958318
Coile,other_amenity0,0.941721457,0.014753812
Hilsman,other_amenity0,0.88898519,0.01833281
BHL,other_amenity1,0.109555557,0.019815754
Clarke,other_amenity1,0.098953377,0.01958318
Coile,other_amenity1,0.058278543,0.014753812
Hilsman,other_amenity1,0.11101481,0.01833281
BHL,eviction0,0.950451204,0.010834703
Clarke,eviction0,0.967626881,0.009638173
Coile,eviction0,0.935994576,0.01258556
Hilsman,eviction0,0.959452029,0.010236711
BHL,eviction1,0.02917031,0.008682046
Clarke,eviction1,0.027692255,0.009515145
Coile,eviction1,0.037794812,0.010033722
Hilsman,eviction1,0.030804057,0.009129968
BHL,eviction2,0.020378486,0.007138164
Clarke,eviction2,0.004680864,0.001727051
Coile,eviction2,0.026210612,0.00804403
Hilsman,eviction2,0.009743913,0.004907708
BHL,home_maint0,0.019358498,0.018473315
Clarke,home_maint0,0.015438375,0.010521508
Coile,home_maint0,0.034800034,0.016078245
Hilsman,home_maint0,0.01789037,0.011657366
BHL,home_maint1,0.129743526,0.045688146
Clarke,home_maint1,0.164288892,0.04653613
Coile,home_maint1,0.175720959,0.032229956
Hilsman,home_maint1,0.123741051,0.03021191
BHL,home_maint2,0.475061453,0.063617532
Clarke,home_maint2,0.336269472,0.052050857
Coile,home_maint2,0.377177188,0.043755307
Hilsman,home_maint2,0.391666914,0.045614726
BHL,home_maint3,0.375836522,0.062100011
Clarke,home_maint3,0.484003261,0.055296546
Coile,home_maint3,0.412301819,0.044858223
Hilsman,home_maint3,0.466701665,0.046687996
BHL,electric0,0.054062539,0.021363292
Clarke,electric0,0.265261558,0.03761295
Coile,electric0,0.132650103,0.028147632
Hilsman,electric0,0.101702956,0.020744728
BHL,electric1,0.945937461,0.021363292
Clarke,electric1,0.734738442,0.03761295
Coile,electric1,0.867349897,0.028147632
Hilsman,electric1,0.898297044,0.020744728
BHL,gas0,0.599790531,0.062582633
Clarke,gas0,0.52489327,0.053387935
Coile,gas0,0.634382421,0.043764727
Hilsman,gas0,0.539467333,0.046850158
BHL,gas1,0.400209469,0.062582633
Clarke,gas1,0.47510673,0.053387935
Coile,gas1,0.365617579,0.043764727
Hilsman,gas1,0.460532667,0.046850158
BHL,fuel0,0.895985026,0.038931641
Clarke,fuel0,0.9352137,0.028618974
Coile,fuel0,0.917760994,0.024156633
Hilsman,fuel0,0.887914508,0.030841169
BHL,fuel1,0.104014974,0.038931641
Clarke,fuel1,0.0647863,0.028618974
Coile,fuel1,0.082239006,0.024156633
Hilsman,fuel1,0.112085492,0.030841169
BHL,garbage0,0.256385386,0.05061401
Clarke,garbage0,0.558898211,0.053325469
Coile,garbage0,0.489651286,0.042291608
Hilsman,garbage0,0.390760825,0.043744906
BHL,garbage1,0.743614614,0.05061401
Clarke,garbage1,0.441101789,0.053325469
Coile,garbage1,0.510348714,0.042291608
Hilsman,garbage1,0.609239175,0.043744906
BHL,sewer0,0.102079127,0.034108369
Clarke,sewer0,0.445625804,0.052258845
Coile,sewer0,0.276263044,0.036459402
Hilsman,sewer0,0.216183895,0.034310626
BHL,sewer1,0.897920873,0.034108369
Clarke,sewer1,0.554374196,0.052258845
Coile,sewer1,0.723736956,0.036459402
Hilsman,sewer1,0.783816105,0.034310626
BHL,nopay0,0.964326639,0.011346911
Clarke,nopay0,0.798259774,0.03016824
Coile,nopay0,0.910552156,0.021958417
Hilsman,nopay0,0.916772815,0.018651069
BHL,nopay1,0.035673361,0.011346911
Clarke,nopay1,0.201740226,0.03016824
Coile,nopay1,0.089447844,0.021958417
Hilsman,nopay1,0.083227185,0.018651069
BHL,neigh_trust0,0.018570875,0.008324642
Clarke,neigh_trust0,0.011438553,0.003759157
Coile,neigh_trust0,0.036391248,0.009522981
Hilsman,neigh_trust0,0.015252333,0.006144254
BHL,neigh_trust1,0.059846939,0.013655601
Clarke,neigh_trust1,0.043623437,0.012247928
Coile,neigh_trust1,0.103007096,0.017942528
Hilsman,neigh_trust1,0.048469569,0.010945783
BHL,neigh_trust2,0.196129355,0.02461921
Clarke,neigh_trust2,0.129901929,0.018757245
Coile,neigh_trust2,0.231183593,0.025601162
Hilsman,neigh_trust2,0.176180145,0.020593114
BHL,neigh_trust3,0.468639508,0.031160807
Clarke,neigh_trust3,0.507704296,0.031246204
Coile,neigh_trust3,0.453676789,0.03025819
Hilsman,neigh_trust3,0.531165371,0.027629321
BHL,neigh_trust4,0.256813323,0.027481794
Clarke,neigh_trust4,0.307331785,0.029454592
Coile,neigh_trust4,0.175741273,0.023267725
Hilsman,neigh_trust4,0.228932583,0.023456464
BHL,neigh_getalong0,0.011566103,0.006552999
Clarke,neigh_getalong0,0.006629406,0.002167228
Coile,neigh_getalong0,0.012386161,0.005223752
Hilsman,neigh_getalong0,0.010370585,0.004989898
BHL,neigh_getalong1,0.031236469,0.009991191
Clarke,neigh_getalong1,0.03490088,0.010998038
Coile,neigh_getalong1,0.04595984,0.012306763
Hilsman,neigh_getalong1,0.019086538,0.006274091
BHL,neigh_getalong2,0.159023702,0.022550798
Clarke,neigh_getalong2,0.106183178,0.01753406
Coile,neigh_getalong2,0.154375391,0.021636586
Hilsman,neigh_getalong2,0.133371426,0.018652924
BHL,neigh_getalong3,0.562361629,0.03076759
Clarke,neigh_getalong3,0.561631964,0.031031796
Coile,neigh_getalong3,0.585048426,0.029865369
Hilsman,neigh_getalong3,0.588857897,0.027540871
BHL,neigh_getalong4,0.235812096,0.026400255
Clarke,neigh_getalong4,0.290654572,0.028953559
Coile,neigh_getalong4,0.202230182,0.024246808
Hilsman,neigh_getalong4,0.248313554,0.02395829
BHL,neigh_play0,0.025634877,0.00970161
Clarke,neigh_play0,0.01746834,0.007372987
Coile,neigh_play0,0.031075614,0.010067597
Hilsman,neigh_play0,0.018671341,0.007248074
BHL,neigh_play1,0.06010846,0.0144832
Clarke,neigh_play1,0.049070921,0.012114363
Coile,neigh_play1,0.075674259,0.016579508
Hilsman,neigh_play1,0.070221589,0.013752116
BHL,neigh_play2,0.134342847,0.021074951
Clarke,neigh_play2,0.145175257,0.021659349
Coile,neigh_play2,0.161840033,0.02211621
Hilsman,neigh_play2,0.168368809,0.021221022
BHL,neigh_play3,0.493094338,0.031043254
Clarke,neigh_play3,0.483257722,0.031458345
Coile,neigh_play3,0.535163974,0.030472087
Hilsman,neigh_play3,0.458743822,0.028007292
BHL,neigh_play4,0.286819479,0.028219749
Clarke,neigh_play4,0.305027759,0.029332844
Coile,neigh_play4,0.196246119,0.023639632
Hilsman,neigh_play4,0.283994439,0.025038924
BHL,neigh_safe0,0.037837066,0.011511106
Clarke,neigh_safe0,0.032870169,0.010007082
Coile,neigh_safe0,0.051863806,0.011327114
Hilsman,neigh_safe0,0.037663893,0.01016987
BHL,neigh_safe1,0.882581368,0.019072911
Clarke,neigh_safe1,0.876904964,0.015519941
Coile,neigh_safe1,0.810545118,0.022492552
Hilsman,neigh_safe1,0.88902856,0.01557131
BHL,neigh_safe2,9.22E-04,3.57E-04
Clarke,neigh_safe2,0.007105727,0.00228562
Coile,neigh_safe2,0.009048087,0.004767622
Hilsman,neigh_safe2,0.003228669,0.001057392
BHL,neigh_safe3,0.01541916,0.006961282
Clarke,neigh_safe3,0.030204321,0.005043058
Coile,neigh_safe3,0.023427884,0.00655204
Hilsman,neigh_safe3,0.011526628,0.001756475
BHL,neigh_safe4,0.001229473,4.02E-04
Clarke,neigh_safe4,0.016175277,0.005541222
Coile,neigh_safe4,0.001797475,0.00179759
Hilsman,neigh_safe4,0.002947166,9.33E-04
BHL,neigh_safe9,0.062010827,0.014397886
Clarke,neigh_safe9,0.036739542,0.010537255
Coile,neigh_safe9,0.10331763,0.019328458
Hilsman,neigh_safe9,0.055605085,0.012745701
BHL,tenmins0,0.254451501,0.027136083
Clarke,tenmins0,0.162442624,0.021861175
Coile,tenmins0,0.258466419,0.027205579
Hilsman,tenmins0,0.229205934,0.023483666
BHL,tenmins1,0.745548499,0.027136083
Clarke,tenmins1,0.837557376,0.021861175
Coile,tenmins1,0.741533581,0.027205579
Hilsman,tenmins1,0.770794066,0.023483666
BHL,guns0,0.745349185,0.027427351
Clarke,guns0,0.746465131,0.025332235
Coile,guns0,0.653669366,0.028587596
Hilsman,guns0,0.713236829,0.024716642
BHL,guns1,0.165203786,0.02352007
Clarke,guns1,0.156274332,0.02189376
Coile,guns1,0.184215344,0.023993514
Hilsman,guns1,0.177877871,0.021511918
BHL,guns2,0.056898279,0.013974049
Clarke,guns2,0.073680489,0.015018941
Coile,guns2,0.087802473,0.018413558
Hilsman,guns2,0.062877361,0.013135464
BHL,guns3,0.03254875,0.010754792
Clarke,guns3,0.023580048,0.005536625
Coile,guns3,0.074312818,0.011785586
Hilsman,guns3,0.046007939,0.010615454
BHL,gangviolence0,0.804960931,0.024317813
Clarke,gangviolence0,0.850504294,0.019945854
Coile,gangviolence0,0.729779269,0.026735633
Hilsman,gangviolence0,0.772195273,0.022424765
BHL,gangviolence1,0.108871054,0.019605171
Clarke,gangviolence1,0.055873867,0.012889151
Coile,gangviolence1,0.126620999,0.021313175
Hilsman,gangviolence1,0.13201705,0.018754383
BHL,gangviolence2,0.04470901,0.012059298
Clarke,gangviolence2,0.056519203,0.013505517
Coile,gangviolence2,0.056469078,0.015312375
Hilsman,gangviolence2,0.047831722,0.011417236
BHL,gangviolence3,0.041459005,0.012182833
Clarke,gangviolence3,0.037102636,0.009506567
Coile,gangviolence3,0.087130654,0.013869018
Hilsman,gangviolence3,0.047955956,0.010992378
BHL,drugs0,0.749443717,0.026804108
Clarke,drugs0,0.749994843,0.024590781
Coile,drugs0,0.613664747,0.029345126
Hilsman,drugs0,0.670920135,0.025178736
BHL,drugs1,0.120531061,0.019630226
Clarke,drugs1,0.119854917,0.018358181
Coile,drugs1,0.194807891,0.024952129
Hilsman,drugs1,0.177311189,0.02163379
BHL,drugs2,0.071431511,0.016044692
Clarke,drugs2,0.07358707,0.01487223
Coile,drugs2,0.084588897,0.017262714
Hilsman,drugs2,0.089420409,0.015569467
BHL,drugs3,0.058593711,0.014856714
Clarke,drugs3,0.05656317,0.01251739
Coile,drugs3,0.106938464,0.015237358
Hilsman,drugs3,0.062348267,0.012471435
BHL,drugsell0,0.810745474,0.024594978
Clarke,drugsell0,0.83028348,0.021312273
Coile,drugsell0,0.705604601,0.027529799
Hilsman,drugsell0,0.743131536,0.023485493
BHL,drugsell1,0.100006416,0.01900059
Clarke,drugsell1,0.08669094,0.016980381
Coile,drugsell1,0.137730785,0.022032852
Hilsman,drugsell1,0.125024325,0.018325339
BHL,drugsell2,0.047747247,0.013287221
Clarke,drugsell2,0.027729997,0.00808586
Coile,drugsell2,0.071594554,0.016573316
Hilsman,drugsell2,0.069887397,0.014630297
BHL,drugsell3,0.041500863,0.012258055
Clarke,drugsell3,0.055295582,0.012163157
Coile,drugsell3,0.08507006,0.013960413
Hilsman,drugsell3,0.061956742,0.012344328
BHL,robbery0,0.787687648,0.025799432
Clarke,robbery0,0.805804503,0.023396509
Coile,robbery0,0.722347373,0.027212177
Hilsman,robbery0,0.773585282,0.022559514
BHL,robbery1,0.141490195,0.022109501
Clarke,robbery1,0.10609299,0.018141356
Coile,robbery1,0.147472599,0.023378084
Hilsman,robbery1,0.12796429,0.018244716
BHL,robbery2,0.039051844,0.012243447
Clarke,robbery2,0.046366096,0.01222809
Coile,robbery2,0.064421669,0.014686566
Hilsman,robbery2,0.046378144,0.011477401
BHL,robbery3,0.031770313,0.010599503
Clarke,robbery3,0.041736412,0.011694479
Coile,robbery3,0.065758359,0.011368889
Hilsman,robbery3,0.052072285,0.011899791
BHL,theft0,0.508490514,0.031608104
Clarke,theft0,0.511489093,0.030924884
Coile,theft0,0.504089877,0.030890958
Hilsman,theft0,0.516212093,0.027960601
BHL,theft1,0.351325626,0.03036427
Clarke,theft1,0.327912606,0.028864031
Coile,theft1,0.295876019,0.028823203
Hilsman,theft1,0.324121208,0.026357934
BHL,theft2,0.079174304,0.016729778
Clarke,theft2,0.10841569,0.019002519
Coile,theft2,0.109642503,0.01899578
Hilsman,theft2,0.095393318,0.016302014
BHL,theft3,0.061009555,0.014349301
Clarke,theft3,0.052182611,0.011758964
Coile,theft3,0.090391602,0.013439347
Hilsman,theft3,0.06427338,0.012838045
BHL,phys_assault0,0.84634926,0.022698132
Clarke,phys_assault0,0.826097659,0.021755639
Coile,phys_assault0,0.779282406,0.024296415
Hilsman,phys_assault0,0.789348133,0.021849295
BHL,phys_assault1,0.108926319,0.019806495
Clarke,phys_assault1,0.093800516,0.016953813
Coile,phys_assault1,0.14506762,0.022243104
Hilsman,phys_assault1,0.149423616,0.019744656
BHL,phys_assault2,0.023833788,0.009050681
Clarke,phys_assault2,0.051542387,0.012531262
Coile,phys_assault2,0.029782342,0.00905452
Hilsman,phys_assault2,0.023348375,0.007688796
BHL,phys_assault3,0.020890633,0.009069204
Clarke,phys_assault3,0.028559438,0.008783722
Coile,phys_assault3,0.045867632,0.009238686
Hilsman,phys_assault3,0.037879875,0.009857278
BHL,sex_assault0,0.874117696,0.021018303
Clarke,sex_assault0,0.823930264,0.022029609
Coile,sex_assault0,0.804025753,0.024471812
Hilsman,sex_assault0,0.799712954,0.021893232
BHL,sex_assault1,0.075379406,0.016827026
Clarke,sex_assault1,0.09241293,0.016734285
Coile,sex_assault1,0.110059278,0.020685311
Hilsman,sex_assault1,0.131571293,0.01902063
BHL,sex_assault2,0.027594613,0.010273243
Clarke,sex_assault2,0.061238674,0.013601002
Coile,sex_assault2,0.04851159,0.013444256
Hilsman,sex_assault2,0.02896808,0.008452703
BHL,sex_assault3,0.022908285,0.009401426
