middleschool,variable.x,est,se
Hilsman,fastfoodfreq0,3863.9044546,330.6522272832787
BHLyons,fastfoodfreq1,2257.452917,218.01319978184333
Clarke,fastfoodfreq1,4548.188964,408.33982127917955
Coile,fastfoodfreq1,1969.499571,164.03563356756231
Hilsman,fastfoodfreq1,4154.2382972000005,335.56558943068785
BHLyons,fastfoodfreq2,1394.617794,183.67449427136478
Clarke,fastfoodfreq2,1630.616096,272.47453100754757
Coile,fastfoodfreq2,1277.2708898,138.2543074591793
Hilsman,fastfoodfreq2,2278.5115948000002,274.89432921124603
BHLyons,fastfoodfreq3,564.155107,115.85111279489084
Clarke,fastfoodfreq3,997.1725574000001,205.79356393147054
Coile,fastfoodfreq3,530.4128118,98.81063267777569
Hilsman,fastfoodfreq3,1457.6665534,225.76628292620958
BHLyons,fastfoodfreq4,353.857124,97.30128102509046
Clarke,fastfoodfreq4,442.69987760000004,161.29030757118295
Coile,fastfoodfreq4,194.82583340000002,56.615749976404786
Hilsman,fastfoodfreq4,499.6718431,136.6215314247668
BHLyons,fastfoodfreq5,131.35422499999999,54.746211925808346
Clarke,fastfoodfreq5,109.6705086,64.99425464919557
Coile,fastfoodfreq5,67.1969824,34.440241111803296
Hilsman,fastfoodfreq5,412.3456592,125.45988577402105
BHLyons,fastfoodfreq6,82.52153799999999,49.3078207849562
Clarke,fastfoodfreq6,94.8100036,86.59312202686779
Coile,fastfoodfreq6,29.680358400000003,22.172187167079482
Hilsman,fastfoodfreq6,71.9472471,49.596589180841534
BHLyons,fastfoodfreq7,19.767953,17.555347725691473
Clarke,fastfoodfreq7,170.74101660000002,81.95304257913246
Coile,fastfoodfreq7,70.6452582,34.612437270900344
Hilsman,fastfoodfreq7,231.6933873,91.7626869927761
BHLyons,healthstat0,106.860691,52.312872171865656
Clarke,healthstat0,336.4956596,137.82016278049764
Coile,healthstat0,137.7777772,51.49776651586311
Hilsman,healthstat0,294.11163170000003,103.20289271991524
BHLyons,healthstat1,1007.4750769999999,160.0384468657691
Clarke,healthstat1,1280.0212960000001,236.78879166747993
Coile,healthstat1,685.1964916,93.654810024042
Hilsman,healthstat1,1574.8193859,230.25794052390847
BHLyons,healthstat2,3041.091575,233.23099909931292
Clarke,healthstat2,4161.331264,394.12300580998976
Coile,healthstat2,2427.8849452,172.7387667078777
Hilsman,healthstat2,4651.8317022,346.08950772991267
BHLyons,healthstat3,2415.305555,222.55232349671934
Clarke,healthstat3,5346.0546888,410.47359832036443
Coile,healthstat3,1876.6251088000001,164.7433322665832
Hilsman,healthstat3,5078.4928857,354.9787554639787
BHLyons,healthstat4,1008.257673,163.1868414948152
Clarke,healthstat4,2888.3764016,365.9319043588359
Coile,healthstat4,599.1087216,104.967192161194
Hilsman,healthstat4,1380.3789314,221.41707322502958
BHLyons,partnerhurt0,4898.6155659999995,233.4760904473187
Clarke,partnerhurt0,9790.269439200001,392.7173405695843
Coile,partnerhurt0,3690.9351628,169.95280306387195
Hilsman,partnerhurt0,8028.9497634,353.4232074719144
BHLyons,partnerhurt1,60.282013,42.62596476570555
Clarke,partnerhurt1,89.040909,63.292336251433106
Coile,partnerhurt1,104.48799360000001,41.08551827458631
Hilsman,partnerhurt1,244.61429800000002,96.48817961871802
BHLyons,partnerhurt2,0,0
Clarke,partnerhurt2,8.6499996,8.6499996
Coile,partnerhurt2,41.1959696,21.241968158442283
Hilsman,partnerhurt2,71.2068601,48.942007067858775
BHLyons,partnerhurt4,1.1428,1.142800000000002
Clarke,partnerhurt4,11.9796,11.979599999999976
Coile,partnerhurt4,0,0
Hilsman,partnerhurt4,3.9388001,3.9388001000000044
BHLyons,partnertalk0,3991.0814609999998,241.4909201292375
Clarke,partnertalk0,7332.353040800001,435.8694110293573
Coile,partnertalk0,2885.0552914,174.58707275377824
Hilsman,partnertalk0,6161.5895208,360.25533324703093
BHLyons,partnertalk1,693.94841,131.69329135359644
Clarke,partnertalk1,1667.3867696,282.62683219126984
Coile,partnertalk1,513.9746738,100.15989505757882
Hilsman,partnertalk1,1645.6786542,239.8615755092762
BHLyons,partnertalk2,207.685723,79.20066072088491
Clarke,partnertalk2,652.0637862,187.59083916851768
Coile,partnertalk2,333.1300742,85.61150332768891
Hilsman,partnertalk2,256.6280282,101.54415720958787
BHLyons,partnertalk3,65.039185,46.10453908396385
Clarke,partnertalk3,206.877152,125.45232915589241
Coile,partnertalk3,64.9954278,39.58211312410757
Hilsman,partnertalk3,66.230547,49.26602275747281
BHLyons,partnertalk4,1.1428,1.142800000000002
Clarke,partnertalk4,11.9796,11.979599999999976
Coile,partnertalk4,23.3453338,20.193650562694895
Hilsman,partnertalk4,180.9098011,88.33045649758819
BHLyons,partnerthreat0,4879.9904129999995,233.62978191824067
Clarke,partnerthreat0,9605.9698312,402.48891363023205
Coile,partnerthreat0,3694.587915,170.00781258315627
Hilsman,partnerthreat0,8068.9405403,352.93838525563325
BHLyons,partnerthreat1,47.544853,34.77623574607536
Clarke,partnerthreat1,175.200913,106.90868120711471
Coile,partnerthreat1,88.6218748,38.84276785029072
Hilsman,partnerthreat1,135.194561,71.35938833832574
BHLyons,partnerthreat2,30.219513,30.219513000000003
Clarke,partnerthreat2,8.6499996,8.6499996
Coile,partnerthreat2,13.2315762,10.373214193754302
Hilsman,partnerthreat2,48.9058901,43.56589024557443
BHLyons,partnerthreat3,0,0
Clarke,partnerthreat3,0,0
Coile,partnerthreat3,19.897058,19.897057999999955
Hilsman,partnerthreat3,22.30097,22.30097000000004
BHLyons,partnerthreat4,1.1428,1.142800000000002
Clarke,partnerthreat4,11.9796,11.979599999999976
Coile,partnerthreat4,0,0
Hilsman,partnerthreat4,47.127990100000005,43.36842490895718
BHLyons,partnerscream0,4074.799371,239.0859992947811
Clarke,partnerscream0,7964.9990242,430.74086886498134
Coile,partnerscream0,2940.2289636,175.08196850933848
Hilsman,partnerscream0,6606.7067977,359.8946510134425
BHLyons,partnerscream1,705.332185,136.92334124077084
Clarke,partnerscream1,1282.3131298,250.1255744365317
Coile,partnerscream1,629.7012566000001,113.00146427062126
Hilsman,partnerscream1,1181.9840274,206.02857030445264
BHLyons,partnerscream2,112.58403799999999,57.74958958132395
Clarke,partnerscream2,447.6985862,154.55096318722974
Coile,partnerscream2,158.1433796,60.223223892976534
Hilsman,partnerscream2,282.4028522,105.439214514209
BHLyons,partnerscream3,0,0
Clarke,partnerscream3,172.320008,120.5988834492328
Coile,partnerscream3,21.067841799999997,17.953821655046617
Hilsman,partnerscream3,89.85223400000001,63.58259044897459
BHLyons,partnerscream4,66.181985,46.118700285076876
Clarke,partnerscream4,11.9796,11.979599999999976
Coile,partnerscream4,40.9648998,26.79986248241926
Hilsman,partnerscream4,112.61815010000001,64.74840073135671
BHLyons,school_culture0,4006.3319109999998,236.144272044062
Clarke,school_culture0,7891.7374354,437.37003311919943
Coile,school_culture0,2734.362126,173.56287124627218
Hilsman,school_culture0,6905.6981807,360.26482753349245
BHLyons,school_culture1,1092.066882,162.56486788377455
Clarke,school_culture1,1513.6766014,262.18334119910827
Coile,school_culture1,642.060452,106.22609062400832
Hilsman,school_culture1,1773.0010803,245.54861750654655
BHLyons,school_culture2,1401.672545,184.3181624412137
Clarke,school_culture2,1815.962692,280.0053369912278
Coile,school_culture2,1036.0698028,134.01638517027413
Hilsman,school_culture2,2302.4996675,273.6353655385337
BHLyons,school_culture3,458.7752,111.28342575865594
Clarke,school_culture3,1770.9640674,298.3628913068861
Coile,school_culture3,604.2724024,98.04029900601827
Hilsman,school_culture3,1086.8392274,193.2403394035308
BHLyons,school_culture4,479.159389,117.39917468926848
Clarke,school_culture4,985.9476582,212.36151727923885
Coile,school_culture4,390.474245,71.55037145434355
Hilsman,school_culture4,621.4235494000001,145.54909304649604
BHLyons,school_parent0,6125.859147,201.4491668292104
Clarke,school_parent0,12000.267081400001,325.08520560142995
Coile,school_parent0,3974.5801494,154.93697965394568
Hilsman,school_parent0,10448.7941665,284.1604133258027
BHLyons,school_parent1,492.423113,114.6435093059166
Clarke,school_parent1,970.242978,233.92975720335144
Coile,school_parent1,550.8424898000001,101.82426174836662
Hilsman,school_parent1,646.7435143,145.29753909495628
BHLyons,school_parent2,427.461458,107.8459862058646
Clarke,school_parent2,515.0653084,146.50697485952242
Coile,school_parent2,321.7462848,65.13864710935047
Hilsman,school_parent2,475.2862091,131.1073987413788
BHLyons,school_parent3,246.187271,81.99642822854392
Clarke,school_parent3,192.3071424,70.10130677435818
Coile,school_parent3,264.3271458,60.53648514949094
Hilsman,school_parent3,491.1223289,130.3168192652961
BHLyons,school_parent4,47.544853,34.77623574607534
Clarke,school_parent4,121.05713999999999,42.758450928951106
Coile,school_parent4,207.4460838,55.02506319524209
Hilsman,school_parent4,429.355789,120.70920412778467
BHLyons,school_ged0,6926.025446,161.52244644952327
Clarke,school_ged0,13676.246571,184.2930842157148
Coile,school_ged0,4926.9631616,125.15569075240214
Hilsman,school_ged0,11664.5825743,235.70702258013796
BHLyons,school_ged1,184.58846499999999,72.44389068887705
Clarke,school_ged1,148.3459404,46.785504491264845
Coile,school_ged1,229.389564,61.18599872781415
Hilsman,school_ged1,260.4775682,85.85399374388838
BHLyons,school_ged2,143.105598,59.7250210803406
Clarke,school_ged2,17.2999992,12.128834670419623
Coile,school_ged2,70.876328,30.652611433121837
Hilsman,school_ged2,189.8171512,83.79571551075017
BHLyons,school_ged3,90.65853899999999,51.691498803394666
Clarke,school_ged3,34.557144,34.55714400000006
Coile,school_ged3,35.239132,24.78053984039415
Hilsman,school_ged3,43.929577,43.929576999999995
BHLyons,school_ged4,47.544853,34.77623574607536
Clarke,school_ged4,17.2999992,12.128834670419623
Coile,school_ged4,23.0148766,14.144682113070582
Hilsman,school_ged4,207.2315172,89.07300413230226
BHLyons,school_literacy0,6685.467012,176.63025476998456
Clarke,school_literacy0,13129.831764600001,246.75823456951406
Coile,school_literacy0,4804.742579,129.46215014308342
Hilsman,school_literacy0,11191.822415300001,256.6130875850901
BHLyons,school_literacy1,236.89049,82.25666856095107
Clarke,school_literacy1,234.5059444,98.04299934101451
Coile,school_literacy1,237.252423,61.56085921647496
Hilsman,school_literacy1,417.3007362,117.0923979660279
BHLyons,school_literacy2,231.21308199999999,79.19737075291633
Clarke,school_literacy2,95.179599,45.69750873388758
Coile,school_literacy2,103.4700286,35.75825078701725
Hilsman,school_literacy2,405.9637816,120.63713958170472
BHLyons,school_literacy3,77.921379,45.9295327854264
Clarke,school_literacy3,155.3171464,94.34942675422563
Coile,school_literacy3,80.0981014,32.88795298988954
Hilsman,school_literacy3,88.3569604,49.86697426178243
BHLyons,school_literacy4,90.501526,52.03501918632252
Clarke,school_literacy4,140.8980522,73.12471989733419
Coile,school_literacy4,56.8021116,36.62853097006546
Hilsman,school_literacy4,207.2315172,89.07300413230224
BHLyons,school_health0,6361.333748999999,189.264059854634
Clarke,school_health0,12878.524013,242.1266501898725
Coile,school_health0,4238.8226432,147.00374850365029
Hilsman,school_health0,10269.8054989,294.09928713864883
BHLyons,school_health1,362.199709,99.38564205397238
Clarke,school_health1,371.8673754,100.94299446470691
Coile,school_health1,373.7412062,73.84281325242216
Hilsman,school_health1,906.3692752000001,178.32400756900194
BHLyons,school_health2,425.448946,103.32205771066624
Clarke,school_health2,361.1002146,103.01383360364342
Coile,school_health2,337.9436654,75.52160772876773
Hilsman,school_health2,693.9612135,152.2681168853664
BHLyons,school_health3,147.693778,57.20460227822644
Clarke,school_health3,126.89805,62.87179302457461
Coile,school_health3,205.2968862,54.932224034745104
Hilsman,school_health3,273.1977985,97.274323006942
BHLyons,school_health4,61.424813,42.64128121957841
Clarke,school_health4,167.3396008,89.97010109223201
Coile,school_health4,150.1583826,47.58288323184357
Hilsman,school_health4,267.0991249,97.43215161124962
BHLyons,school_nut0,6532.264818,181.36663500529085
Clarke,school_nut0,12959.2416634,244.1327917564323
Coile,school_nut0,4358.447535,140.15420658276602
Hilsman,school_nut0,10850.5822829,267.96785021505895
BHLyons,school_nut1,369.036897,99.84202407872706
Clarke,school_nut1,362.9334892,118.01161020353153
Coile,school_nut1,419.1562456,78.16497375180835
Hilsman,school_nut1,649.9318404,150.45452560310474
BHLyons,school_nut2,294.082742,85.80293602741915
Clarke,school_nut2,321.0349014,98.53376035250895
Coile,school_nut2,293.84051,64.45832437156275
Hilsman,school_nut2,456.9480482,117.82134076377662
BHLyons,school_nut3,48.844666,34.930754704325786
Clarke,school_nut3,72.5295972,24.77912020370844
Coile,school_nut3,101.9687876,33.35365578456202
Hilsman,school_nut3,309.4582188,104.24660776947808
BHLyons,school_nut4,112.729072,52.077249991843395
Clarke,school_nut4,138.0600016,88.51234892542172
Coile,school_nut4,109.7284164,41.50263035713347
Hilsman,school_nut4,207.79734760000002,86.90155336107094
BHLyons,school_esl0,6794.816255,169.6555462180814
Clarke,school_esl0,13468.5089162,210.30164330882377
Coile,school_esl0,4788.9173924,125.59532417970965
Hilsman,school_esl0,11794.6898509,226.510425134608
BHLyons,school_esl1,170.865518,68.18210101721643
Clarke,school_esl1,84.50919719999999,27.414156869942804
Coile,school_esl1,214.1404726,53.8192240962921
Hilsman,school_esl1,312.07630190000003,98.26506395882704
BHLyons,school_esl2,145.089151,65.0249414738566
Clarke,school_esl2,205.1834908,101.36678320155113
Coile,school_esl2,178.5196224,48.49882175950769
Hilsman,school_esl2,138.59365449999999,61.36191782524474
BHLyons,school_esl3,173.168098,66.86428081791605
Clarke,school_esl3,60.5071428,37.564006889359646
Coile,school_esl3,32.798176999999995,17.00870318701004
Hilsman,school_esl3,17.1501003,9.732344175350415
BHLyons,school_esl4,47.544853,34.77623574607536
Clarke,school_esl4,57.74090760000001,49.84716382447922
Coile,school_esl4,23.5764036,11.864742104905625
Hilsman,school_esl4,179.2138471,86.05285562468612
BHLyons,schoolclean0,99.846878,52.155074815618754
Clarke,schoolclean0,140.8980522,73.12471989733417
Coile,schoolclean0,137.5611274,53.0640879778147
Hilsman,schoolclean0,76.9235602,49.26350471575789
BHLyons,schoolclean1,272.56789499999996,90.83336181594468
Clarke,schoolclean1,301.5652012,124.38751370479477
Coile,schoolclean1,83.5957212,41.953209261390825
Hilsman,schoolclean1,493.7142882,132.07946174088366
BHLyons,schoolclean2,967.832959,156.5929146208744
Clarke,schoolclean2,1923.8839098,318.01934578309084
Coile,schoolclean2,900.6458756000001,132.99161686672582
Hilsman,schoolclean2,2054.8526017,264.30602004929835
BHLyons,schoolclean3,3480.4780459999997,236.56500683099358
Clarke,schoolclean3,5807.330755,424.1119498795132
Coile,schoolclean3,2276.6133318,161.4993641200985
Hilsman,schoolclean3,5881.101576,362.2804940426832
BHLyons,schoolclean4,1664.902042,195.16948489254807
Clarke,schoolclean4,4163.3209402,401.2312204089083
Coile,schoolclean4,1122.5588802,123.80395288570936
Hilsman,schoolclean4,2395.1294040000002,277.2590089198824
BHLyons,schoolclean9,817.620095,141.06719692719878
Clarke,schoolclean9,1508.592848,236.49877945143334
Coile,schoolclean9,974.8859668,136.474329621242
Hilsman,schoolclean9,1918.2556491,256.61536773638176
BHLyons,schoolpride0,129.921357,64.81804020982695
Clarke,schoolpride0,181.3389606,87.3467536570984
Coile,schoolpride0,215.249355,72.23587689746574
Hilsman,schoolpride0,225.9689241,87.36869093641177
BHLyons,schoolpride1,408.5103,103.19393653463848
Clarke,schoolpride1,602.948577,186.82282888657886
Coile,schoolpride1,168.090143,62.714419557052
Hilsman,schoolpride1,565.4452071000001,147.97875165826267
BHLyons,schoolpride2,2129.007759,214.18458352740183
Clarke,schoolpride2,3967.5900242000002,395.9626329302773
Coile,schoolpride2,1624.9180068,158.41665616701823
Hilsman,schoolpride2,4400.6669712,346.141811139553
BHLyons,schoolpride3,2474.742469,221.4216436113354
Clarke,schoolpride3,3843.1092914,382.77140785687163
Coile,schoolpride3,1644.1074874,149.6895879731331
Hilsman,schoolpride3,3749.6008139,321.99569158493
BHLyons,schoolpride4,1273.794612,177.7685606471062
Clarke,schoolpride4,3770.9147244,391.18098223551885
Coile,schoolpride4,991.4404284,122.28770371863361
Hilsman,schoolpride4,1939.4835835000001,256.7231964636487
BHLyons,schoolpride9,784.8368929999999,143.72863484034997
Clarke,schoolpride9,1381.1809294,244.26365540060863
Coile,schoolpride9,723.206259,119.65557260960261
Hilsman,schoolpride9,1664.1932678,241.8673993766664
BHLyons,schoolconnect0,534.986277,121.92337832808158
Clarke,schoolconnect0,1109.9761052000001,245.73887551705147
Coile,schoolconnect0,429.8522826,96.9081540623028
Hilsman,schoolconnect0,1296.4815394,219.48845882351796
BHLyons,schoolconnect1,934.122266,154.35662403625935
Clarke,schoolconnect1,1824.2850346,295.3411047336238
Coile,schoolconnect1,624.7536656,111.51266905991666
Hilsman,schoolconnect1,1710.3475078000001,244.1167265978442
BHLyons,schoolconnect2,2538.636246,225.96490354820622
Clarke,schoolconnect2,4436.145597600001,401.83696084248925
Coile,schoolconnect2,1563.5205554,155.53241701686864
Hilsman,schoolconnect2,4539.9725855,346.96002920792205
BHLyons,schoolconnect3,1577.247319,189.637452471605
Clarke,schoolconnect3,2694.8346344,336.44553393935485
Coile,schoolconnect3,1230.498786,134.4780902429849
Hilsman,schoolconnect3,1954.8852581,250.382212700335
BHLyons,schoolconnect4,905.03792,154.30441811174327
Clarke,schoolconnect4,2500.6386096,342.7335182960612
Coile,schoolconnect4,844.3251446,111.8576471246931
Hilsman,schoolconnect4,1673.6721867,236.6686611842712
BHLyons,schoolconnect9,680.720862,134.9214970243929
Clarke,schoolconnect9,1238.4525258,230.26763369843198
Coile,schoolconnect9,679.7581062,117.99077452119771
Hilsman,schoolconnect9,1534.0420173,234.65111523649446
BHLyons,schoolinvolve0,470.249139,111.64951324024287
Clarke,schoolinvolve0,858.1250482,193.87603617816447
Coile,schoolinvolve0,357.4212784,82.00905949725735
Hilsman,schoolinvolve0,725.0207804,166.85897973767584
BHLyons,schoolinvolve1,1106.739187,170.4515020085938
Clarke,schoolinvolve1,1970.9887006000001,309.4952855572818
Coile,schoolinvolve1,779.9788312000001,124.41453097868241
Hilsman,schoolinvolve1,1788.5667494,253.0017886275732
BHLyons,schoolinvolve2,2478.547838,222.78605857661648
Clarke,schoolinvolve2,5483.5658726,433.06554724529826
Coile,schoolinvolve2,1596.4434286,157.00053542540965
Hilsman,schoolinvolve2,4899.5236668,353.67503112204076
BHLyons,schoolinvolve3,1515.442929,187.12627730466167
Clarke,schoolinvolve3,2919.7141218,348.5260689136223
Coile,schoolinvolve3,1170.274992,130.45431984341786
Hilsman,schoolinvolve3,2532.395605,278.8858173929218
BHLyons,schoolinvolve4,627.869866,128.48547831518115
Clarke,schoolinvolve4,1242.0975436,237.66759400064944
Coile,schoolinvolve4,769.490916,108.49007014913546
Hilsman,schoolinvolve4,1043.1337417,184.0927247485827
BHLyons,schoolinvolve9,932.1800529999999,154.05629736991187
Clarke,schoolinvolve9,1281.2412198,232.26941383227958
Coile,schoolinvolve9,587.5908818,110.54268973814386
Hilsman,schoolinvolve9,1536.6601004,232.81612486532228
BHLyons,schools_dogood0,294.940475,87.44973312324599
Clarke,schools_dogood0,373.8398728,137.9712101691954
Coile,schools_dogood0,143.5946018,47.18803528867093
Hilsman,schools_dogood0,149.5431703,62.3766615981255
BHLyons,schools_dogood1,533.529451,121.00526834827994
Clarke,schools_dogood1,726.54663,199.21586617351448
Coile,schools_dogood1,159.9257338,57.61422023872818
Hilsman,schools_dogood1,705.6394921,160.9677450864062
BHLyons,schools_dogood2,1687.890858,198.28949148519945
Clarke,schools_dogood2,3156.1077956000004,357.5894624112765
Coile,schools_dogood2,1584.1815516000001,158.6760573488266
Hilsman,schools_dogood2,3624.0352214,326.25587329397854
BHLyons,schools_dogood3,2157.00483,213.6150960775702
Clarke,schools_dogood3,4316.246442000001,404.8090075829792
Coile,schools_dogood3,1482.9198878,147.71759599749277
Hilsman,schools_dogood3,3874.1128716000003,324.8560176108445
BHLyons,schools_dogood4,1190.04579,174.66494722236015
Clarke,schools_dogood4,3196.5453624,373.7102824862022
Coile,schools_dogood4,1072.2198812,130.17219432139385
Hilsman,schools_dogood4,1814.3877837,249.17257922343194
BHLyons,schools_dogood9,1289.70012,176.73283191806485
Clarke,schools_dogood9,1919.5645892,285.40622739977124
Coile,schools_dogood9,885.2015024,127.19732938219639
Hilsman,schools_dogood9,2487.0599655,286.25507173051875
BHLyons,safe_elem0,135.80935,62.39754584205039
Clarke,safe_elem0,155.8805116,100.25864973549406
Coile,safe_elem0,90.5423162,39.62673760044116
Hilsman,safe_elem0,54.2574402,32.142023886746976
BHLyons,safe_elem1,229.756256,78.66679247794899
Clarke,safe_elem1,178.2214314,73.2039607835083
Coile,safe_elem1,221.25392240000002,71.51070238408128
Hilsman,safe_elem1,555.1925534000001,148.11225876734906
BHLyons,safe_elem2,1254.8920249999999,177.07643714564412
Clarke,safe_elem2,2627.3740546,353.53608156870513
Coile,safe_elem2,1038.8779166,138.8010662654775
Hilsman,safe_elem2,2485.5029839,286.58058132170106
BHLyons,safe_elem3,2560.344698,224.77395432076005
Clarke,safe_elem3,4263.273837,395.64544063983976
Coile,safe_elem3,2000.3842766,156.8710940779563
Hilsman,safe_elem3,4551.733035,344.10432886829665
BHLyons,safe_elem4,1433.76649,186.66925927504226
Clarke,safe_elem4,3946.2123964,395.1231317597001
Coile,safe_elem4,906.9953506,117.30303721877476
Hilsman,safe_elem4,1985.4982735,256.7065670089188
BHLyons,safe_elem9,1606.012524,190.5109302224491
Clarke,safe_elem9,2760.7894794,325.908619136434
Coile,safe_elem9,1201.3587496,143.70971993036906
Hilsman,safe_elem9,3140.3893622,310.49785621117167
BHLyons,safe_middle0,170.629022,70.88748818669765
Clarke,safe_middle0,259.5519436,116.320859277877
Coile,safe_middle0,156.2025012,49.68068417296754
Hilsman,safe_middle0,166.4106442,74.52305351678626
BHLyons,safe_middle1,645.586762,131.4236111598239
Clarke,safe_middle1,1210.3601488000002,247.45021586093742
Coile,safe_middle1,396.0531858,88.54184413519246
Hilsman,safe_middle1,1006.6091843,192.10198783714736
BHLyons,safe_middle2,1592.789173,193.66997571129295
Clarke,safe_middle2,3605.5731518000002,392.1351048470907
Coile,safe_middle2,1305.8770872,148.14225335487683
Hilsman,safe_middle2,3601.3573486,325.3408635284564
BHLyons,safe_middle3,2151.508393,213.90516408727885
Clarke,safe_middle3,3872.6564496,373.50101291827406
Coile,safe_middle3,1693.5038522,152.42488583826687
Hilsman,safe_middle3,3755.5605175,323.45492861874885
BHLyons,safe_middle4,741.002473,140.56902687250232
Clarke,safe_middle4,1412.5785842,265.11949098876454
Coile,safe_middle4,393.53887679999997,72.8926820072672
Hilsman,safe_middle4,823.3995392,169.94925651943416
BHLyons,safe_middle9,1917.92272,203.3416057758055
Clarke,safe_middle9,3559.0518324,377.42675821202124
Coile,safe_middle9,1495.5437528,155.51568670026757
Hilsman,safe_middle9,3310.0921183,314.95369418424815
BHLyons,safe_high0,505.14634099999995,115.84127637816401
Clarke,safe_high0,555.0937670000001,172.7877307842495
Coile,safe_high0,326.6256366,75.40064064201648
Hilsman,safe_high0,943.1929621,184.09400042501258
BHLyons,safe_high1,915.997111,154.82486100093448
Clarke,safe_high1,2005.72767,304.3393198504052
Coile,safe_high1,704.710781,112.86341192860414
Hilsman,safe_high1,1928.9768797,257.6205184451427
BHLyons,safe_high2,1744.268431,201.77166214604054
Clarke,safe_high2,3694.6434124,389.4479061907409
Coile,safe_high2,1389.829859,151.07149506085622
Hilsman,safe_high2,3831.1050158000003,331.005103568575
BHLyons,safe_high3,1571.407897,189.98262197299522
Clarke,safe_high3,3020.4916162,344.13072812145174
Coile,safe_high3,1335.2422472,140.069393485942
Hilsman,safe_high3,2330.1698491,269.3437822993046
BHLyons,safe_high4,493.437859,116.42739343147993
Clarke,safe_high4,965.7617036,231.3448476114191
Coile,safe_high4,338.75428039999997,69.54933518631115
Hilsman,safe_high4,568.8543001,142.0950586285253
BHLyons,safe_high9,1936.733845,205.0150800480306
Clarke,safe_high9,3660.7539420000003,381.36467302751817
Coile,safe_high9,1353.1616476000002,150.91279972821616
Hilsman,safe_high9,2982.1456811000003,304.7982804086301
BHLyons,schoolwelcome0,174.38842799999998,68.51902345277801
Clarke,schoolwelcome0,184.34182,110.3991865427328
Coile,schoolwelcome0,79.97187600000001,36.799547661929815
Hilsman,schoolwelcome0,44.60194,31.383353760793526
BHLyons,schoolwelcome1,384.202738,103.219529996073
Clarke,schoolwelcome1,569.3486948,167.57209343987202
Coile,schoolwelcome1,218.7889992,63.73481197582234
Hilsman,schoolwelcome1,712.0474935,160.74726831627916
BHLyons,schoolwelcome2,1681.580397,197.72664751885114
Clarke,schoolwelcome2,3130.1058528000003,376.2860531152391
Coile,schoolwelcome2,1421.2780122,152.60723042715722
Hilsman,schoolwelcome2,3731.1992713,328.66125468213323
BHLyons,schoolwelcome3,2315.1085749999997,219.29548360141453
Clarke,schoolwelcome3,4412.463986,404.51781601822995
Coile,schoolwelcome3,1688.06337,150.2338319734094
Hilsman,schoolwelcome3,3703.0202935,322.83996270224986
BHLyons,schoolwelcome4,891.9310459999999,151.16004004132114
Clarke,schoolwelcome4,2425.0270530000003,332.33502367668393
Coile,schoolwelcome4,701.9923834,101.32688985097951
Hilsman,schoolwelcome4,1177.7496385,202.5942810242532
BHLyons,schoolwelcome9,1701.3001809999998,196.10005185880877
Clarke,schoolwelcome9,3111.4641970000002,346.7566800699058
Coile,schoolwelcome9,1289.7591028,147.8790434442836
Hilsman,schoolwelcome9,3205.4981879,313.7201160020409
BHLyons,gang_present0,568.42649,119.06108862418702
Clarke,gang_present0,1371.7256166,255.73996230677318
Coile,gang_present0,557.3586802,89.44425492031257
Hilsman,gang_present0,691.5042756,156.3196733250383
BHLyons,gang_present1,458.66675799999996,111.70643045839122
Clarke,gang_present1,859.0001116,182.7706873823898
Coile,gang_present1,440.51993600000003,88.8573216932942
Hilsman,gang_present1,710.32311790000006,158.62595481295773
BHLyons,gang_present9,747.1057989999999,140.74231370874907
Clarke,gang_present9,1800.1158658,290.09059710714496
Coile,gang_present9,680.1411864,100.75419790436418
Hilsman,gang_present9,1043.8874446,181.8906625445608
BHLyons,gang_fight0,586.89463,120.2949719251029
Clarke,gang_fight0,1530.329509,269.3863415313745
Coile,gang_fight0,620.0500226,97.70669784566178
Hilsman,gang_fight0,620.0219746,148.09998441719696
BHLyons,gang_fight1,326.31476699999996,95.63990185903205
Clarke,gang_fight1,675.283762,165.8551500114527
Coile,gang_fight1,439.5574714,83.10355776901768
Hilsman,gang_fight1,795.0167191,165.92737178056836
BHLyons,gang_fight9,854.103891,149.87950964715995
Clarke,gang_fight9,1792.6191234,286.0173536109349
Coile,gang_fight9,587.5611664,96.64886779616407
Hilsman,gang_fight9,1017.0818441,181.63772131632697
BHLyons,gang_drugs0,531.1352459999999,112.78694488736996
Clarke,gang_drugs0,1426.9848180000001,258.999788437801
Coile,gang_drugs0,564.9138326,93.1438001099359
Hilsman,gang_drugs0,711.8199287,158.75004748372868
BHLyons,gang_drugs1,204.373398,73.12456049227727
Clarke,gang_drugs1,464.9919432,123.56033443848837
Coile,gang_drugs1,293.0001834,66.4089888746923
Hilsman,gang_drugs1,377.7498698,119.70334359188311
BHLyons,gang_drugs9,998.1277719999999,159.64778882414652
Clarke,gang_drugs9,2118.2352332,312.38157402787704
Coile,gang_drugs9,810.3224862,112.29336078069264
Hilsman,gang_drugs9,1346.4895394,204.90689222682872
BHLyons,learn_expect0,2.2856,1.5992396172348067
Clarke,learn_expect0,122.14101600000001,71.03151494229228
Coile,learn_expect0,19.897058,19.897057999999962
Hilsman,learn_expect0,7.8776002,5.511975117508242
BHLyons,learn_expect1,130.066391,60.277448477684906
Clarke,learn_expect1,118.205196,69.01952816766877
